Datum,Merkmal,Merkmalwert,Bestätigte Menge,Relativer Anteil,USTR10Y,WeizenSpot,CornSpot,GER10Y,WtiOilSpot,SoySpot,AgriSpot,Jahr,Monat,Monat_sin,Monat_cos
2014-01-01,B10,30,0,0.0,3.006,197.738,187.924,1.941,98.04,246.732,200.399,2014,1,0.49999999999999994,0.8660254037844387
2014-02-01,B10,30,0,0.0,2.582,182.795,190.254,1.647,96.43,246.293,201.583,2014,2,0.8660254037844386,0.5000000000000001
2014-03-01,B10,30,0,0.0,2.608,204.039,200.847,1.563,104.92,269.561,221.079,2014,3,1.0,6.123233995736766e-17
2014-04-01,B10,30,48,0.1256544502617801,2.755,222.17,215.466,1.581,99.74,281.258,233.772,2014,4,0.8660254037844387,-0.49999999999999983
2014-05-01,B10,30,42,0.1561338289962825,2.613,241.438,212.924,1.47,99.42,242.195,236.51,2014,5,0.49999999999999994,-0.8660254037844387
2014-06-01,B10,30,19,0.106145251396648,2.527,220.032,194.965,1.368,102.47,242.683,214.915,2014,6,1.2246467991473532e-16,-1.0
2014-07-01,B10,30,0,0.0,2.566,204.12,189.725,1.249,105.34,229.512,201.409,2014,7,-0.4999999999999998,-0.8660254037844388
2014-08-01,B10,30,0,0.0,2.494,189.661,168.644,1.139,97.88,212.341,188.486,2014,8,-0.8660254037844384,-0.5000000000000004
2014-09-01,B10,30,0,0.0,2.345,191.357,169.174,0.884,95.96,204.927,190.507,2014,9,-1.0,-1.8369701987210297e-16
2014-10-01,B10,30,0,0.0,2.389,161.955,151.589,0.906,90.73,185.073,173.713,2014,10,-0.8660254037844386,0.5000000000000001
2014-11-01,B10,30,0,0.0,2.346,180.048,172.352,0.86,78.78,203.512,191.032,2014,11,-0.5000000000000004,0.8660254037844384
2014-12-01,B10,30,17,0.0762331838565022,2.236,197.9,173.729,0.729,69.0,202.0,195.542,2014,12,-2.4492935982947064e-16,1.0
2015-01-01,B10,30,0,0.0,2.17,192.084,175.953,0.541,53.27,202.341,190.917,2015,1,0.49999999999999994,0.8660254037844387
2015-02-01,B10,30,74,0.2364217252396166,1.674,160.662,166.314,0.314,49.57,189.61,176.57,2015,2,0.8660254037844386,0.5000000000000001
2015-03-01,B10,30,145,0.4005524861878453,2.089,161.551,170.975,0.355,49.59,198.585,178.786,2015,3,1.0,6.123233995736766e-17
2015-04-01,B10,30,184,0.3982683982683982,1.859,171.734,168.538,0.172,50.09,193.961,178.676,2015,4,0.8660254037844387,-0.49999999999999983
2015-05-01,B10,30,127,0.3215189873417721,2.117,171.082,156.674,0.363,59.15,186.976,171.362,2015,5,0.49999999999999994,-0.8660254037844387
2015-06-01,B10,30,195,0.4285714285714285,2.183,173.102,152.719,0.531,60.2,180.0,169.646,2015,6,1.2246467991473532e-16,-1.0
2015-07-01,B10,30,73,0.2401315789473684,2.427,196.769,184.64,0.823,56.96,196.829,188.25,2015,7,-0.4999999999999998,-0.8660254037844388
2015-08-01,B10,30,35,0.5223880597014925,2.15,166.801,164.831,0.634,45.17,183.512,170.311,2015,8,-0.8660254037844384,-0.5000000000000004
2015-09-01,B10,30,36,0.3495145631067961,2.159,159.935,163.559,0.807,45.41,173.171,166.239,2015,9,-1.0,-1.8369701987210297e-16
2015-10-01,B10,30,75,0.3125,2.042,170.679,171.081,0.545,44.74,174.341,171.256,2015,10,-0.8660254037844386,0.5000000000000001
2015-11-01,B10,30,156,0.3959390862944162,2.176,166.721,167.585,0.56,46.14,174.098,174.261,2015,11,-0.5000000000000004,0.8660254037844384
2015-12-01,B10,30,101,0.3126934984520124,2.145,154.847,164.513,0.469,41.85,176.293,168.467,2015,12,-2.4492935982947064e-16,1.0
2016-01-01,B10,30,117,0.3567073170731707,2.275,153.958,159.004,0.634,37.04,171.073,165.812,2016,1,0.49999999999999994,0.8660254037844387
2016-02-01,B10,30,152,0.3927648578811369,1.966,155.25,163.03,0.36,31.62,173.219,165.925,2016,2,0.8660254037844386,0.5000000000000001
2016-03-01,B10,30,113,0.275609756097561,1.835,144.103,154.873,0.149,34.4,168.537,161.183,2016,3,1.0,6.123233995736766e-17
2016-04-01,B10,30,101,0.2650918635170604,1.791,154.852,153.284,0.145,36.79,180.898,167.877,2016,4,0.8660254037844387,-0.49999999999999983
2016-05-01,B10,30,68,0.2207792207792207,1.865,175.767,166.208,0.275,44.78,197.024,177.418,2016,5,0.49999999999999994,-0.8660254037844387
2016-06-01,B10,30,87,0.2180451127819548,1.846,171.809,175.812,0.134,49.01,201.415,184.091,2016,6,1.2246467991473532e-16,-1.0
2016-07-01,B10,30,83,0.3333333333333333,1.461,155.17,162.182,-0.129,48.99,209.756,179.832,2016,7,-0.4999999999999998,-0.8660254037844388
2016-08-01,B10,30,0,0.0,1.497,152.504,152.436,-0.095,40.06,185.756,166.994,2016,8,-0.8660254037844384,-0.5000000000000004
2016-09-01,B10,30,50,0.4716981132075472,1.57,139.095,150.847,-0.066,43.16,186.488,160.807,2016,9,-1.0,-1.8369701987210297e-16
2016-10-01,B10,30,40,0.303030303030303,1.624,139.095,159.11,-0.096,48.81,194.146,163.876,2016,10,-0.8660254037844386,0.5000000000000001
2016-11-01,B10,30,36,0.1267605633802817,1.82,144.103,160.381,0.173,46.67,197.366,170.246,2016,11,-0.5000000000000004,0.8660254037844384
2016-12-01,B10,30,89,0.4238095238095238,2.441,132.068,154.873,0.356,51.06,204.927,163.497,2016,12,-2.4492935982947064e-16,1.0
2017-01-01,B10,30,69,0.2176656151419558,2.432,135.864,157.309,0.185,53.72,198.829,167.066,2017,1,0.49999999999999994,0.8660254037844387
2017-05-01,B10,33,3,0.0060362173038229,2.327,166.721,163.03,0.327,48.84,191.707,172.539,2017,5,0.49999999999999994,-0.8660254037844387
2017-06-01,B10,33,4,0.0087912087912087,2.217,160.016,161.066,0.301,48.36,184.341,169.866,2017,6,1.2246467991473532e-16,-1.0
2017-07-01,B10,33,1,0.0031347962382445,2.346,192.084,175.0,0.482,46.04,194.732,180.544,2017,7,-0.4999999999999998,-0.8660254037844388
2017-08-01,B10,33,0,0.0,2.251,168.821,170.551,0.487,49.16,194.732,172.625,2017,8,-0.8660254037844384,-0.5000000000000004
2017-09-01,B10,33,0,0.0,2.157,152.827,164.407,0.379,47.29,192.195,161.376,2017,9,-1.0,-1.8369701987210297e-16
2017-10-01,B10,33,0,0.0,2.337,153.958,164.301,0.452,50.58,193.805,163.952,2017,10,-0.8660254037844386,0.5000000000000001
2017-11-01,B10,33,1,0.0038910505836575,2.376,145.153,162.818,0.37,54.3,198.634,168.52,2017,11,-0.5000000000000004,0.8660254037844384
2017-12-01,B10,33,4,0.0138408304498269,2.363,145.719,161.653,0.364,58.36,200.146,168.439,2017,12,-2.4492935982947064e-16,1.0
2018-01-01,B10,33,10,0.0269541778975741,2.411,142.246,158.792,0.424,60.42,191.854,165.198,2018,1,0.49999999999999994,0.8660254037844387
2018-02-01,B10,33,2,0.0039525691699604,2.773,150.0,163.136,0.711,65.92,196.293,169.28,2018,2,0.8660254037844386,0.5000000000000001
2018-03-01,B10,33,8,0.0139860139860139,2.802,166.559,168.962,0.644,60.94,210.049,179.082,2018,3,1.0,6.123233995736766e-17
2018-04-01,B10,33,7,0.0152505446623093,2.732,145.929,170.657,0.494,62.98,204.029,170.138,2018,4,0.8660254037844387,-0.49999999999999983
2018-05-01,B10,33,6,0.0118811881188118,2.976,188.934,174.894,0.563,67.25,203.171,177.993,2018,5,0.49999999999999994,-0.8660254037844387
2018-06-01,B10,33,4,0.0105263157894736,2.895,190.63,170.028,0.377,65.82,202.0,179.581,2018,6,1.2246467991473532e-16,-1.0
2018-07-01,B10,33,2,0.0082987551867219,2.867,169.467,161.864,0.303,73.94,176.0,160.004,2018,7,-0.4999999999999998,-0.8660254037844388
2018-08-01,B10,33,1,0.0178571428571428,3.003,193.376,170.127,0.492,67.66,183.073,170.543,2018,8,-0.8660254037844384,-0.5000000000000004
2018-09-01,B10,33,2,0.0185185185185185,2.853,186.672,165.678,0.335,69.8,173.854,164.431,2018,9,-1.0,-1.8369701987210297e-16
2018-10-01,B10,33,0,0.0,3.08,174.798,166.843,0.469,75.3,177.024,163.166,2018,10,-0.8660254037844386,0.5000000000000001
2018-11-01,B10,33,1,0.0033557046979865,3.144,172.617,166.949,0.397,63.69,179.512,170.922,2018,11,-0.5000000000000004,0.8660254037844384
2018-12-01,B10,33,4,0.0184331797235023,2.991,170.436,168.538,0.307,52.95,183.951,169.963,2018,12,-2.4492935982947064e-16,1.0
2019-01-01,B10,33,6,0.0182926829268292,2.691,164.943,166.737,0.246,45.13,179.561,164.8,2019,1,0.49999999999999994,0.8660254037844387
2019-02-01,B10,33,10,0.0255754475703324,2.691,170.679,168.432,0.166,55.26,184.244,169.575,2019,2,0.8660254037844386,0.5000000000000001
2019-03-01,B10,33,1,0.0025380710659898,2.755,147.738,164.089,0.187,55.8,180.585,161.986,2019,3,1.0,6.123233995736766e-17
2019-04-01,B10,33,2,0.0051546391752577,2.497,150.544,160.699,-0.026,61.59,177.928,163.862,2019,4,0.8660254037844387,-0.49999999999999983
2019-05-01,B10,33,2,0.0057471264367816,2.511,157.027,159.428,0.014,63.6,177.805,158.162,2019,5,0.49999999999999994,-0.8660254037844387
2019-06-01,B10,33,4,0.0189573459715639,2.081,179.725,183.517,-0.199,53.25,183.317,174.552,2019,6,1.2246467991473532e-16,-1.0
2019-07-01,B10,33,0,0.0,2.033,175.04,176.801,-0.36,58.87,184.293,170.193,2019,7,-0.4999999999999998,-0.8660254037844388
2019-08-01,B10,33,1,0.0192307692307692,1.892,160.824,174.788,-0.453,53.95,178.585,162.936,2019,8,-0.8660254037844384,-0.5000000000000004
2019-09-01,B10,33,0,0.0,1.506,153.473,169.174,-0.701,55.1,178.39,156.112,2019,9,-1.0,-1.8369701987210297e-16
2019-10-01,B10,33,0,0.0,1.644,165.024,171.822,-0.557,53.62,186.634,166.425,2019,10,-0.8660254037844386,0.5000000000000001
2019-11-01,B10,33,2,0.0068965517241379,1.728,170.113,170.551,-0.377,56.0,189.415,170.719,2019,11,-0.5000000000000004,0.8660254037844384
2019-12-01,B10,33,0,0.0,1.836,174.152,164.301,-0.278,55.96,178.244,169.682,2019,12,-2.4492935982947064e-16,1.0
2020-01-01,B10,33,2,0.0080321285140562,1.91,181.502,169.915,-0.187,61.08,191.171,176.671,2020,1,0.49999999999999994,0.8660254037844387
2020-02-01,B10,33,1,0.0026525198938992,1.52,178.918,163.877,-0.436,50.11,176.488,171.862,2020,2,0.8660254037844386,0.5000000000000001
2014-01-01,B10,35,288,0.9411764705882352,3.006,197.738,187.924,1.941,98.04,246.732,200.399,2014,1,0.49999999999999994,0.8660254037844387
2014-02-01,B10,35,292,0.8984615384615384,2.582,182.795,190.254,1.647,96.43,246.293,201.583,2014,2,0.8660254037844386,0.5000000000000001
2014-03-01,B10,35,260,0.8333333333333334,2.608,204.039,200.847,1.563,104.92,269.561,221.079,2014,3,1.0,6.123233995736766e-17
2014-04-01,B10,35,287,0.7513089005235603,2.755,222.17,215.466,1.581,99.74,281.258,233.772,2014,4,0.8660254037844387,-0.49999999999999983
2014-05-01,B10,35,195,0.724907063197026,2.613,241.438,212.924,1.47,99.42,242.195,236.51,2014,5,0.49999999999999994,-0.8660254037844387
2014-06-01,B10,35,132,0.7374301675977654,2.527,220.032,194.965,1.368,102.47,242.683,214.915,2014,6,1.2246467991473532e-16,-1.0
2014-07-01,B10,35,120,0.8633093525179856,2.566,204.12,189.725,1.249,105.34,229.512,201.409,2014,7,-0.4999999999999998,-0.8660254037844388
2014-08-01,B10,35,13,0.5416666666666666,2.494,189.661,168.644,1.139,97.88,212.341,188.486,2014,8,-0.8660254037844384,-0.5000000000000004
2014-09-01,B10,35,51,0.9107142857142856,2.345,191.357,169.174,0.884,95.96,204.927,190.507,2014,9,-1.0,-1.8369701987210297e-16
2014-10-01,B10,35,5,0.0349650349650349,2.389,161.955,151.589,0.906,90.73,185.073,173.713,2014,10,-0.8660254037844386,0.5000000000000001
2014-11-01,B10,35,0,0.0,2.346,180.048,172.352,0.86,78.78,203.512,191.032,2014,11,-0.5000000000000004,0.8660254037844384
2014-12-01,B10,35,0,0.0,2.236,197.9,173.729,0.729,69.0,202.0,195.542,2014,12,-2.4492935982947064e-16,1.0
2015-01-01,B10,35,0,0.0,2.17,192.084,175.953,0.541,53.27,202.341,190.917,2015,1,0.49999999999999994,0.8660254037844387
2015-02-01,B10,35,0,0.0,1.674,160.662,166.314,0.314,49.57,189.61,176.57,2015,2,0.8660254037844386,0.5000000000000001
2015-03-01,B10,35,0,0.0,2.089,161.551,170.975,0.355,49.59,198.585,178.786,2015,3,1.0,6.123233995736766e-17
2015-04-01,B10,35,1,0.0021645021645021,1.859,171.734,168.538,0.172,50.09,193.961,178.676,2015,4,0.8660254037844387,-0.49999999999999983
2015-05-01,B10,35,0,0.0,2.117,171.082,156.674,0.363,59.15,186.976,171.362,2015,5,0.49999999999999994,-0.8660254037844387
2015-06-01,B10,35,3,0.0065934065934065,2.183,173.102,152.719,0.531,60.2,180.0,169.646,2015,6,1.2246467991473532e-16,-1.0
2015-07-01,B10,35,0,0.0,2.427,196.769,184.64,0.823,56.96,196.829,188.25,2015,7,-0.4999999999999998,-0.8660254037844388
2015-08-01,B10,35,0,0.0,2.15,166.801,164.831,0.634,45.17,183.512,170.311,2015,8,-0.8660254037844384,-0.5000000000000004
2015-09-01,B10,35,1,0.0097087378640776,2.159,159.935,163.559,0.807,45.41,173.171,166.239,2015,9,-1.0,-1.8369701987210297e-16
2015-10-01,B10,35,0,0.0,2.042,170.679,171.081,0.545,44.74,174.341,171.256,2015,10,-0.8660254037844386,0.5000000000000001
2015-11-01,B10,35,0,0.0,2.176,166.721,167.585,0.56,46.14,174.098,174.261,2015,11,-0.5000000000000004,0.8660254037844384
2015-12-01,B10,35,1,0.0030959752321981,2.145,154.847,164.513,0.469,41.85,176.293,168.467,2015,12,-2.4492935982947064e-16,1.0
2016-01-01,B10,35,0,0.0,2.275,153.958,159.004,0.634,37.04,171.073,165.812,2016,1,0.49999999999999994,0.8660254037844387
2016-02-01,B10,35,0,0.0,1.966,155.25,163.03,0.36,31.62,173.219,165.925,2016,2,0.8660254037844386,0.5000000000000001
2016-03-01,B10,35,2,0.0048780487804878,1.835,144.103,154.873,0.149,34.4,168.537,161.183,2016,3,1.0,6.123233995736766e-17
2016-04-01,B10,35,1,0.0026246719160104,1.791,154.852,153.284,0.145,36.79,180.898,167.877,2016,4,0.8660254037844387,-0.49999999999999983
2016-05-01,B10,35,7,0.0227272727272727,1.865,175.767,166.208,0.275,44.78,197.024,177.418,2016,5,0.49999999999999994,-0.8660254037844387
2016-06-01,B10,35,1,0.0025062656641604,1.846,171.809,175.812,0.134,49.01,201.415,184.091,2016,6,1.2246467991473532e-16,-1.0
2016-07-01,B10,35,0,0.0,1.461,155.17,162.182,-0.129,48.99,209.756,179.832,2016,7,-0.4999999999999998,-0.8660254037844388
2016-08-01,B10,35,0,0.0,1.497,152.504,152.436,-0.095,40.06,185.756,166.994,2016,8,-0.8660254037844384,-0.5000000000000004
2016-09-01,B10,35,0,0.0,1.57,139.095,150.847,-0.066,43.16,186.488,160.807,2016,9,-1.0,-1.8369701987210297e-16
2016-10-01,B10,35,0,0.0,1.624,139.095,159.11,-0.096,48.81,194.146,163.876,2016,10,-0.8660254037844386,0.5000000000000001
2016-11-01,B10,35,3,0.0105633802816901,1.82,144.103,160.381,0.173,46.67,197.366,170.246,2016,11,-0.5000000000000004,0.8660254037844384
2016-12-01,B10,35,0,0.0,2.441,132.068,154.873,0.356,51.06,204.927,163.497,2016,12,-2.4492935982947064e-16,1.0
2017-01-01,B10,35,19,0.0599369085173501,2.432,135.864,157.309,0.185,53.72,198.829,167.066,2017,1,0.49999999999999994,0.8660254037844387
2017-02-01,B10,35,30,0.0892857142857142,2.474,144.103,164.936,0.469,53.88,205.756,177.325,2017,2,0.8660254037844386,0.5000000000000001
2017-03-01,B10,35,53,0.1142241379310344,2.462,147.658,167.479,0.283,53.83,206.829,177.252,2017,3,1.0,6.123233995736766e-17
2017-04-01,B10,35,35,0.0988700564971751,2.35,139.731,162.182,0.279,50.24,185.476,169.491,2017,4,0.8660254037844387,-0.49999999999999983
2017-05-01,B10,35,113,0.2273641851106639,2.327,166.721,163.03,0.327,48.84,191.707,172.539,2017,5,0.49999999999999994,-0.8660254037844387
2017-06-01,B10,35,115,0.2527472527472527,2.217,160.016,161.066,0.301,48.36,184.341,169.866,2017,6,1.2246467991473532e-16,-1.0
2017-07-01,B10,35,19,0.0595611285266457,2.346,192.084,175.0,0.482,46.04,194.732,180.544,2017,7,-0.4999999999999998,-0.8660254037844388
2017-08-01,B10,35,6,0.05,2.251,168.821,170.551,0.487,49.16,194.732,172.625,2017,8,-0.8660254037844384,-0.5000000000000004
2017-09-01,B10,35,12,0.24,2.157,152.827,164.407,0.379,47.29,192.195,161.376,2017,9,-1.0,-1.8369701987210297e-16
2017-10-01,B10,35,14,0.0909090909090909,2.337,153.958,164.301,0.452,50.58,193.805,163.952,2017,10,-0.8660254037844386,0.5000000000000001
2017-11-01,B10,35,29,0.11284046692607,2.376,145.153,162.818,0.37,54.3,198.634,168.52,2017,11,-0.5000000000000004,0.8660254037844384
2017-12-01,B10,35,83,0.28719723183391,2.363,145.719,161.653,0.364,58.36,200.146,168.439,2017,12,-2.4492935982947064e-16,1.0
2018-01-01,B10,35,37,0.0997304582210242,2.411,142.246,158.792,0.424,60.42,191.854,165.198,2018,1,0.49999999999999994,0.8660254037844387
2018-02-01,B10,35,126,0.2490118577075099,2.773,150.0,163.136,0.711,65.92,196.293,169.28,2018,2,0.8660254037844386,0.5000000000000001
2018-03-01,B10,35,195,0.3409090909090909,2.802,166.559,168.962,0.644,60.94,210.049,179.082,2018,3,1.0,6.123233995736766e-17
2018-04-01,B10,35,121,0.2636165577342048,2.732,145.929,170.657,0.494,62.98,204.029,170.138,2018,4,0.8660254037844387,-0.49999999999999983
2018-05-01,B10,35,78,0.1544554455445544,2.976,188.934,174.894,0.563,67.25,203.171,177.993,2018,5,0.49999999999999994,-0.8660254037844387
2018-06-01,B10,35,44,0.1157894736842105,2.895,190.63,170.028,0.377,65.82,202.0,179.581,2018,6,1.2246467991473532e-16,-1.0
2018-07-01,B10,35,12,0.0497925311203319,2.867,169.467,161.864,0.303,73.94,176.0,160.004,2018,7,-0.4999999999999998,-0.8660254037844388
2018-08-01,B10,35,0,0.0,3.003,193.376,170.127,0.492,67.66,183.073,170.543,2018,8,-0.8660254037844384,-0.5000000000000004
2018-09-01,B10,35,4,0.037037037037037,2.853,186.672,165.678,0.335,69.8,173.854,164.431,2018,9,-1.0,-1.8369701987210297e-16
2018-10-01,B10,35,50,0.2136752136752136,3.08,174.798,166.843,0.469,75.3,177.024,163.166,2018,10,-0.8660254037844386,0.5000000000000001
2018-11-01,B10,35,81,0.2718120805369127,3.144,172.617,166.949,0.397,63.69,179.512,170.922,2018,11,-0.5000000000000004,0.8660254037844384
2018-12-01,B10,35,61,0.2811059907834101,2.991,170.436,168.538,0.307,52.95,183.951,169.963,2018,12,-2.4492935982947064e-16,1.0
2019-01-01,B10,35,89,0.2713414634146341,2.691,164.943,166.737,0.246,45.13,179.561,164.8,2019,1,0.49999999999999994,0.8660254037844387
2019-02-01,B10,35,44,0.1125319693094629,2.691,170.679,168.432,0.166,55.26,184.244,169.575,2019,2,0.8660254037844386,0.5000000000000001
2019-03-01,B10,35,29,0.0736040609137055,2.755,147.738,164.089,0.187,55.8,180.585,161.986,2019,3,1.0,6.123233995736766e-17
2019-04-01,B10,35,17,0.0438144329896907,2.497,150.544,160.699,-0.026,61.59,177.928,163.862,2019,4,0.8660254037844387,-0.49999999999999983
2019-05-01,B10,35,19,0.0545977011494252,2.511,157.027,159.428,0.014,63.6,177.805,158.162,2019,5,0.49999999999999994,-0.8660254037844387
2019-06-01,B10,35,7,0.0331753554502369,2.081,179.725,183.517,-0.199,53.25,183.317,174.552,2019,6,1.2246467991473532e-16,-1.0
2019-07-01,B10,35,14,0.0853658536585365,2.033,175.04,176.801,-0.36,58.87,184.293,170.193,2019,7,-0.4999999999999998,-0.8660254037844388
2019-08-01,B10,35,16,0.3076923076923077,1.892,160.824,174.788,-0.453,53.95,178.585,162.936,2019,8,-0.8660254037844384,-0.5000000000000004
2019-09-01,B10,35,30,0.3488372093023256,1.506,153.473,169.174,-0.701,55.1,178.39,156.112,2019,9,-1.0,-1.8369701987210297e-16
2019-10-01,B10,35,84,0.3925233644859813,1.644,165.024,171.822,-0.557,53.62,186.634,166.425,2019,10,-0.8660254037844386,0.5000000000000001
2019-11-01,B10,35,113,0.3896551724137931,1.728,170.113,170.551,-0.377,56.0,189.415,170.719,2019,11,-0.5000000000000004,0.8660254037844384
2019-12-01,B10,35,11,0.0511627906976744,1.836,174.152,164.301,-0.278,55.96,178.244,169.682,2019,12,-2.4492935982947064e-16,1.0
2020-01-01,B10,35,22,0.0883534136546184,1.91,181.502,169.915,-0.187,61.08,191.171,176.671,2020,1,0.49999999999999994,0.8660254037844387
2020-02-01,B10,35,38,0.1007957559681697,1.52,178.918,163.877,-0.436,50.11,176.488,171.862,2020,2,0.8660254037844386,0.5000000000000001
2020-03-01,B10,35,20,0.0543478260869565,1.088,169.063,159.64,-0.62,46.75,177.707,168.283,2020,3,1.0,6.123233995736766e-17
2020-04-01,B10,35,4,0.03125,0.635,178.072,144.386,-0.47,20.31,169.018,156.77,2020,4,0.8660254037844387,-0.49999999999999983
2020-05-01,B10,35,9,0.0348837209302325,0.64,173.667,137.924,-0.586,19.78,166.976,152.006,2020,5,0.49999999999999994,-0.8660254037844387
2020-06-01,B10,35,26,0.0776119402985074,0.662,175.363,139.647,-0.393,35.44,168.341,152.876,2020,6,1.2246467991473532e-16,-1.0
2020-07-01,B10,35,15,0.0531914893617021,0.682,167.447,157.839,-0.4,39.82,175.659,156.907,2020,7,-0.4999999999999998,-0.8660254037844388
2020-08-01,B10,35,0,,0.563,175.04,150.953,-0.522,41.01,177.073,158.775,2020,8,-0.8660254037844384,-0.5000000000000004
2020-09-01,B10,35,7,0.1428571428571428,0.671,185.784,159.11,-0.416,42.76,188.439,169.125,2020,9,-1.0,-1.8369701987210297e-16
2020-10-01,B10,35,7,0.0304347826086956,0.677,187.48,165.36,-0.528,38.57,199.463,176.313,2020,10,-0.8660254037844386,0.5000000000000001
2020-11-01,B10,35,19,0.0639730639730639,0.848,196.284,164.195,-0.638,36.63,203.317,185.118,2020,11,-0.5000000000000004,0.8660254037844384
2020-12-01,B10,35,15,0.0490196078431372,0.934,187.803,172.881,-0.522,44.55,226.049,188.497,2020,12,-2.4492935982947064e-16,1.0
2021-01-01,B10,35,30,0.0854700854700854,0.912,206.624,189.195,-0.575,48.28,253.171,209.135,2021,1,0.49999999999999994,0.8660254037844387
2021-02-01,B10,35,22,0.0577427821522309,1.077,210.582,199.894,-0.513,53.53,262.439,218.651,2021,2,0.8660254037844386,0.5000000000000001
2021-03-01,B10,35,22,0.0502283105022831,1.446,210.097,205.826,-0.336,60.65,269.463,220.332,2021,3,1.0,6.123233995736766e-17
2021-04-01,B10,35,37,0.079913606911447,1.679,197.717,212.288,-0.325,59.16,270.328,216.895,2021,4,0.8660254037844387,-0.49999999999999983
2021-05-01,B10,35,28,0.0687960687960688,1.606,232.149,250.742,-0.204,64.49,256.976,246.524,2021,5,0.49999999999999994,-0.8660254037844387
2021-06-01,B10,35,30,0.0587084148727984,1.615,228.433,252.775,-0.175,67.72,266.829,237.464,2021,6,1.2246467991473532e-16,-1.0
2014-10-01,B10,36,108,0.7552447552447552,2.389,161.955,151.589,0.906,90.73,185.073,173.713,2014,10,-0.8660254037844386,0.5000000000000001
2014-11-01,B10,36,128,0.5739910313901345,2.346,180.048,172.352,0.86,78.78,203.512,191.032,2014,11,-0.5000000000000004,0.8660254037844384
2014-12-01,B10,36,113,0.5067264573991032,2.236,197.9,173.729,0.729,69.0,202.0,195.542,2014,12,-2.4492935982947064e-16,1.0
2015-01-01,B10,36,102,0.4722222222222222,2.17,192.084,175.953,0.541,53.27,202.341,190.917,2015,1,0.49999999999999994,0.8660254037844387
2015-02-01,B10,36,139,0.4440894568690096,1.674,160.662,166.314,0.314,49.57,189.61,176.57,2015,2,0.8660254037844386,0.5000000000000001
2015-03-01,B10,36,127,0.3508287292817679,2.089,161.551,170.975,0.355,49.59,198.585,178.786,2015,3,1.0,6.123233995736766e-17
2015-04-01,B10,36,133,0.2878787878787879,1.859,171.734,168.538,0.172,50.09,193.961,178.676,2015,4,0.8660254037844387,-0.49999999999999983
2015-05-01,B10,36,174,0.440506329113924,2.117,171.082,156.674,0.363,59.15,186.976,171.362,2015,5,0.49999999999999994,-0.8660254037844387
2015-06-01,B10,36,154,0.3384615384615385,2.183,173.102,152.719,0.531,60.2,180.0,169.646,2015,6,1.2246467991473532e-16,-1.0
2015-07-01,B10,36,141,0.4638157894736842,2.427,196.769,184.64,0.823,56.96,196.829,188.25,2015,7,-0.4999999999999998,-0.8660254037844388
2015-08-01,B10,36,17,0.2537313432835821,2.15,166.801,164.831,0.634,45.17,183.512,170.311,2015,8,-0.8660254037844384,-0.5000000000000004
2015-09-01,B10,36,23,0.2233009708737864,2.159,159.935,163.559,0.807,45.41,173.171,166.239,2015,9,-1.0,-1.8369701987210297e-16
2015-10-01,B10,36,118,0.4916666666666666,2.042,170.679,171.081,0.545,44.74,174.341,171.256,2015,10,-0.8660254037844386,0.5000000000000001
2015-11-01,B10,36,166,0.4213197969543147,2.176,166.721,167.585,0.56,46.14,174.098,174.261,2015,11,-0.5000000000000004,0.8660254037844384
2015-12-01,B10,36,163,0.5046439628482973,2.145,154.847,164.513,0.469,41.85,176.293,168.467,2015,12,-2.4492935982947064e-16,1.0
2016-01-01,B10,36,105,0.3201219512195122,2.275,153.958,159.004,0.634,37.04,171.073,165.812,2016,1,0.49999999999999994,0.8660254037844387
2016-02-01,B10,36,100,0.2583979328165374,1.966,155.25,163.03,0.36,31.62,173.219,165.925,2016,2,0.8660254037844386,0.5000000000000001
2016-03-01,B10,36,164,0.4,1.835,144.103,154.873,0.149,34.4,168.537,161.183,2016,3,1.0,6.123233995736766e-17
2016-04-01,B10,36,135,0.3543307086614173,1.791,154.852,153.284,0.145,36.79,180.898,167.877,2016,4,0.8660254037844387,-0.49999999999999983
2016-05-01,B10,36,111,0.3603896103896103,1.865,175.767,166.208,0.275,44.78,197.024,177.418,2016,5,0.49999999999999994,-0.8660254037844387
2016-06-01,B10,36,127,0.3182957393483709,1.846,171.809,175.812,0.134,49.01,201.415,184.091,2016,6,1.2246467991473532e-16,-1.0
2016-07-01,B10,36,64,0.2570281124497992,1.461,155.17,162.182,-0.129,48.99,209.756,179.832,2016,7,-0.4999999999999998,-0.8660254037844388
2016-08-01,B10,36,9,0.375,1.497,152.504,152.436,-0.095,40.06,185.756,166.994,2016,8,-0.8660254037844384,-0.5000000000000004
2016-09-01,B10,36,16,0.1509433962264151,1.57,139.095,150.847,-0.066,43.16,186.488,160.807,2016,9,-1.0,-1.8369701987210297e-16
2016-10-01,B10,36,52,0.3939393939393939,1.624,139.095,159.11,-0.096,48.81,194.146,163.876,2016,10,-0.8660254037844386,0.5000000000000001
2016-11-01,B10,36,124,0.4366197183098591,1.82,144.103,160.381,0.173,46.67,197.366,170.246,2016,11,-0.5000000000000004,0.8660254037844384
2016-12-01,B10,36,47,0.2238095238095238,2.441,132.068,154.873,0.356,51.06,204.927,163.497,2016,12,-2.4492935982947064e-16,1.0
2017-01-01,B10,36,111,0.3501577287066246,2.432,135.864,157.309,0.185,53.72,198.829,167.066,2017,1,0.49999999999999994,0.8660254037844387
