Datum,Merkmal,Merkmalwert,Bestätigte Menge,Relativer Anteil,USTR10Y,CBIPSFE,WeizenSpot,CornSpot,CBI,GER10Y,WtiOilSpot,SoySpot,CBIPS,AgriSpot
2016-02-01,N05,N05-0260,0,0.0,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,N05,N05-0260,0,0.0,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2016-04-01,N05,N05-0260,0,0.0,1.791,-17,154.852,153.284,-25,0.145,36.79,180.898,-33,167.877
2016-05-01,N05,N05-0260,0,0.0,1.865,-32.7,175.767,166.208,-39.6,0.275,44.78,197.024,-46.5,177.418
2016-06-01,N05,N05-0260,0,0.0,1.846,-34.5,171.809,175.812,-39.6,0.134,49.01,201.415,-44.5,184.091
2016-07-01,N05,N05-0260,0,0.0,1.461,-29.4,155.17,162.182,-38.3,-0.129,48.99,209.756,-47.1,179.832
2016-08-01,N05,N05-0260,0,0.0,1.497,-39.8,152.504,152.436,-43.8,-0.095,40.06,185.756,-47.7,166.994
2016-09-01,N05,N05-0260,0,0.0,1.57,-29.3,139.095,150.847,-41.4,-0.066,43.16,186.488,-53.3,160.807
2016-10-01,N05,N05-0260,0,0.0,1.624,-30.1,139.095,159.11,-41.3,-0.096,48.81,194.146,-52.4,163.876
2016-11-01,N05,N05-0260,0,0.0,1.82,-6.1,144.103,160.381,-24.1,0.173,46.67,197.366,-41.8,170.246
2016-12-01,N05,N05-0260,0,0.0,2.441,-8.1,132.068,154.873,-20.8,0.356,51.06,204.927,-33.3,163.497
2017-01-01,N05,N05-0260,0,0.0,2.432,1,135.864,157.309,-12.1,0.185,53.72,198.829,-25,167.066
2017-02-01,N05,N05-0260,0,0.0,2.474,19.8,144.103,164.936,6.7,0.469,53.88,205.756,-6.3,177.325
2017-03-01,N05,N05-0260,1,0.002583979328165375,2.462,36.8,147.658,167.479,22,0.283,53.83,206.829,7.4,177.252
2017-04-01,N05,N05-0260,0,0.0,2.35,43.9,139.731,162.182,29.5,0.279,50.24,185.476,15.3,169.491
2017-05-01,N05,N05-0260,0,0.0,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,N05,N05-0260,0,0.0,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,N05,N05-0260,0,0.0,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
2017-08-01,N05,N05-0260,1,0.011363636363636364,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,N05,N05-0260,0,0.0,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,N05,N05-0260,0,0.0,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,N05,N05-0260,0,0.0,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,N05,N05-0260,0,0.0,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,N05,N05-0260,0,0.0,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
2018-02-01,N05,N05-0260,0,0.0,2.773,66.3,150,163.136,58.9,0.711,65.92,196.293,51.5,169.28
2018-03-01,N05,N05-0260,1,0.0035211267605633804,2.802,58.3,166.559,168.962,47,0.644,60.94,210.049,35.9,179.082
2018-04-01,N05,N05-0260,0,0.0,2.732,47.3,145.929,170.657,44.1,0.494,62.98,204.029,40.9,170.138
2018-05-01,N05,N05-0260,0,0.0,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,N05,N05-0260,0,0.0,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,N05,N05-0260,0,0.0,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,N05,N05-0260,1,0.025,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2020-10-01,N05,N05-0350,2,0.0125,0.677,9.4,187.48,165.36,8.3,-0.528,38.57,199.463,7.3,176.313
2020-11-01,N05,N05-0350,0,0.0,0.848,8.7,196.284,164.195,14.4,-0.638,36.63,203.317,20.2,185.118
2020-12-01,N05,N05-0350,0,0.0,0.934,25,187.803,172.881,27.9,-0.522,44.55,226.049,30.8,188.497
2021-01-01,N05,N05-0350,0,0.0,0.912,46,206.624,189.195,44.2,-0.575,48.28,253.171,42.4,209.135
2021-02-01,N05,N05-0350,0,0.0,1.077,53.7,210.582,199.894,51.4,-0.513,53.53,262.439,49.1,218.651
2021-03-01,N05,N05-0350,3,0.013157894736842105,1.446,60.4,210.097,205.826,59.5,-0.336,60.65,269.463,58.7,220.332
2021-04-01,N05,N05-0350,0,0.0,1.679,64.2,197.717,212.288,65.8,-0.325,59.16,270.328,67.4,216.895
2021-05-01,N05,N05-0350,0,0.0,1.606,73.5,232.149,250.742,72.3,-0.204,64.49,256.976,71,246.524
2021-06-01,N05,N05-0350,0,0.0,1.615,74,228.433,252.775,72,-0.175,67.72,266.829,69.9,237.464
2021-07-01,N05,N05-0350,0,,1.48,57.5,220.84,223.517,67.6,-0.198,75.38,265.317,77.9,232.177
2021-08-01,N05,N05-0350,0,,1.172,59.3,240.792,221.292,65.1,-0.479,71.26,263.268,70.9,233.592
2021-09-01,N05,N05-0350,0,,1.302,63,237.399,217.161,63,-0.371,68.82,254.537,63,230.313
2021-10-01,N05,N05-0350,0,,1.467,54.3,248.223,227.648,58.5,-0.221,76.03,249.073,62.8,234.27
2021-11-01,N05,N05-0350,0,,1.573,41.2,262.036,238.242,49.5,-0.102,84.05,248.244,57.7,244.423
2021-12-01,N05,N05-0350,0,0.0,1.434,48.5,257.27,235.064,56.2,-0.331,65.57,243.902,63.9,243.552
2022-01-01,N05,N05-0350,0,0.0,1.63,48.4,246.042,238.136,57.5,-0.124,76.08,267.561,66.7,251.916
2022-02-01,N05,N05-0350,0,0.0,1.8,44.2,250.081,250.318,53.1,0.034,88.2,298.146,62.1,261.459
2022-03-01,N05,N05-0350,0,0.0,1.711,23.3,317.932,272.987,30.2,-0.069,103.4,324.439,37.2,294.393
2022-04-01,N05,N05-0350,0,0.0,2.375,14.8,316.904,294.915,19.9,0.564,99.27,303.375,25,292.405
2022-05-01,N05,N05-0350,0,0.0,2.996,8.3,340.469,321.081,15.6,0.959,105.17,288.634,22.9,304.595
2022-06-01,N05,N05-0350,0,0.0,2.931,13.2,356.22,307.203,13.2,1.179,115.26,293.951,13.2,295.667
2022-07-01,N05,N05-0350,0,0.0,2.904,20,295.88,253.072,17.9,1.231,109.95,282,15.8,264.372
2022-08-01,N05,N05-0350,0,0.0,2.605,13.2,273.425,250.53,18.1,0.763,96.64,274.342,23.1,255.307
2022-09-01,N05,N05-0350,0,0.0,3.265,13.3,265.267,262.606,13.3,1.564,87.11,273.805,13.3,260.519
2022-10-01,N05,N05-0350,0,0.0,3.651,10.1,300.888,266.631,12.1,1.894,84.08,273.561,14.1,269.492
2022-11-01,N05,N05-0350,0,0.0,4.052,17.8,298.788,273.199,22.8,2.125,88.37,285.561,27.8,276.032
2022-12-01,N05,N05-0350,0,0.0,3.527,29.7,256.947,260.593,29.7,1.824,81.12,282.634,29.7,261.848
2023-01-01,N05,N05-0350,0,0.0,3.831,30.8,258.078,265.678,29.7,2.447,80.23,299.171,28.6,272.118
2023-02-01,N05,N05-0350,0,0.0,3.398,36.8,248.95,258.792,35.8,2.291,76.41,294.244,34.7,269.443
2023-03-01,N05,N05-0350,0,0.0,3.996,31.9,229.402,246.716,24.4,2.714,77.59,289.658,17,262.362
2023-04-01,N05,N05-0350,0,0.0,3.423,19.4,225.347,245.021,15.8,2.241,80.42,289.606,12.2,260.088
2023-05-01,N05,N05-0350,1,0.00303951367781155,3.593,12.5,215.509,221.928,11.4,2.32,75.66,252.195,10.2,248.166
2023-06-01,N05,N05-0350,0,0.0,3.605,-2.2,215.59,221.921,0.6,2.26,70.1,231.61,3.3,233.636
2023-07-01,N05,N05-0350,0,0.0,3.858,-5.3,221.567,211.335,-6.9,2.432,69.79,259.756,-8.5,238.926
2023-08-01,N05,N05-0350,0,0.0,4.037,-24.1,230.452,219.174,-21.7,2.523,81.37,261.854,-19.3,246.752
2023-09-01,N05,N05-0350,0,0.0,4.187,-41.4,208.562,213.242,-31.4,2.545,85.55,270.293,-21.2,238.926
2023-10-01,N05,N05-0350,0,0.0,4.687,-43.2,198.708,217.797,-31.9,2.911,88.82,260.098,-20.5,234.182
2023-11-01,N05,N05-0350,3,0.01639344262295082,4.761,-43.5,196.365,214.936,-39.7,2.758,81.04,263.268,-35.9,234.431
2023-10-01,N05,N05-0421,29,0.23015873015873015,4.687,-43.2,198.708,217.797,-31.9,2.911,88.82,260.098,-20.5,234.182
2023-11-01,N05,N05-0421,43,0.23497267759562843,4.761,-43.5,196.365,214.936,-39.7,2.758,81.04,263.268,-35.9,234.431
2023-12-01,N05,N05-0421,52,0.2905027932960894,4.22,-56.6,199.354,215.36,-47.5,2.363,73.72,266.732,-38.4,232.888
2024-01-01,N05,N05-0421,48,0.22429906542056074,3.866,-58.8,206.624,210.593,-49.5,2.029,71.89,256.195,-40.2,228.351
2024-02-01,N05,N05-0421,45,0.27439024390243905,3.858,-56.7,196.931,199.576,-51.7,2.14,74.36,238.78,-46.7,226.819
2024-03-01,N05,N05-0421,46,0.18548387096774194,4.186,-56.7,180.21,188.665,-54.6,2.412,80.9,226.585,-52.6,215.162
2024-04-01,N05,N05-0421,40,0.17937219730941703,4.325,-54.9,181.729,195.233,-56.6,2.292,84.54,234.026,-58.2,221.763
2024-05-01,N05,N05-0421,27,0.14917127071823205,4.63,-46,219.548,194.492,-50.6,2.581,80.7,231.902,-55.2,222.596
2024-06-01,N05,N05-0421,34,0.18888888888888888,,,,,,,,,,
2024-07-01,N05,N05-0421,22,0.2894736842105263,,,,,,,,,,
2024-08-01,N05,N05-0421,5,0.45454545454545453,,,,,,,,,,
2024-09-01,N05,N05-0421,1,0.2,,,,,,,,,,
2023-10-01,N05,N05-0424,14,0.1111111111111111,4.687,-43.2,198.708,217.797,-31.9,2.911,88.82,260.098,-20.5,234.182
2023-11-01,N05,N05-0424,19,0.10382513661202186,4.761,-43.5,196.365,214.936,-39.7,2.758,81.04,263.268,-35.9,234.431
2023-12-01,N05,N05-0424,20,0.11173184357541899,4.22,-56.6,199.354,215.36,-47.5,2.363,73.72,266.732,-38.4,232.888
2024-01-01,N05,N05-0424,22,0.102803738317757,3.866,-58.8,206.624,210.593,-49.5,2.029,71.89,256.195,-40.2,228.351
2024-02-01,N05,N05-0424,15,0.09146341463414634,3.858,-56.7,196.931,199.576,-51.7,2.14,74.36,238.78,-46.7,226.819
2024-03-01,N05,N05-0424,22,0.08870967741935484,4.186,-56.7,180.21,188.665,-54.6,2.412,80.9,226.585,-52.6,215.162
2024-04-01,N05,N05-0424,21,0.09417040358744394,4.325,-54.9,181.729,195.233,-56.6,2.292,84.54,234.026,-58.2,221.763
2024-05-01,N05,N05-0424,28,0.15469613259668508,4.63,-46,219.548,194.492,-50.6,2.581,80.7,231.902,-55.2,222.596
2024-06-01,N05,N05-0424,37,0.20555555555555555,,,,,,,,,,
2024-07-01,N05,N05-0424,8,0.10526315789473684,,,,,,,,,,
2024-08-01,N05,N05-0424,2,0.18181818181818182,,,,,,,,,,
2024-09-01,N05,N05-0424,1,0.2,,,,,,,,,,
2023-10-01,N05,N05-0426,4,0.031746031746031744,4.687,-43.2,198.708,217.797,-31.9,2.911,88.82,260.098,-20.5,234.182
2023-11-01,N05,N05-0426,4,0.02185792349726776,4.761,-43.5,196.365,214.936,-39.7,2.758,81.04,263.268,-35.9,234.431
2023-12-01,N05,N05-0426,1,0.00558659217877095,4.22,-56.6,199.354,215.36,-47.5,2.363,73.72,266.732,-38.4,232.888
2024-01-01,N05,N05-0426,3,0.014018691588785047,3.866,-58.8,206.624,210.593,-49.5,2.029,71.89,256.195,-40.2,228.351
2024-02-01,N05,N05-0426,0,0.0,3.858,-56.7,196.931,199.576,-51.7,2.14,74.36,238.78,-46.7,226.819
2024-03-01,N05,N05-0426,17,0.06854838709677419,4.186,-56.7,180.21,188.665,-54.6,2.412,80.9,226.585,-52.6,215.162
2024-04-01,N05,N05-0426,6,0.026905829596412557,4.325,-54.9,181.729,195.233,-56.6,2.292,84.54,234.026,-58.2,221.763
2024-05-01,N05,N05-0426,6,0.03314917127071823,4.63,-46,219.548,194.492,-50.6,2.581,80.7,231.902,-55.2,222.596
2024-06-01,N05,N05-0426,8,0.044444444444444446,,,,,,,,,,
2013-01-01,N08,N08-0258,2,0.009523809523809525,,,,,,,,,,
2013-02-01,N08,N08-0258,12,0.03582089552238806,,,,,,,,,,
2013-03-01,N08,N08-0258,8,0.022099447513812154,,,,,,,,,,
2013-04-01,N08,N08-0258,5,0.01282051282051282,,,,,,,,,,
2013-05-01,N08,N08-0258,13,0.03880597014925373,,,,,,,,,,
2013-06-01,N08,N08-0258,13,0.034031413612565446,,,,,,,,,,
2013-07-01,N08,N08-0258,7,0.030042918454935622,,,,,,,,,,
2013-08-01,N08,N08-0258,1,0.014285714285714285,,,,,,,,,,
2013-09-01,N08,N08-0258,3,0.21428571428571427,,,,,,,,,,
2013-10-01,N08,N08-0258,11,0.07586206896551724,,,,,,,,,,
2013-11-01,N08,N08-0258,0,0.0,,,,,,,,,,
2013-12-01,N08,N08-0258,1,0.004901960784313725,,,,,,,,,,
2014-01-01,N08,N08-0258,6,0.0196078431372549,3.006,14,197.738,187.924,18.2,1.941,98.04,246.732,22.4,200.399
2014-02-01,N08,N08-0258,0,0.0,2.582,16.5,182.795,190.254,15.5,1.647,96.43,246.293,14.4,201.583
2014-03-01,N08,N08-0258,3,0.009615384615384616,2.608,9.3,204.039,200.847,10.8,1.563,104.92,269.561,12.4,221.079
2014-04-01,N08,N08-0258,6,0.015706806282722512,2.755,-1,222.17,215.466,4.1,1.581,99.74,281.258,9.2,233.772
2014-05-01,N08,N08-0258,3,0.011152416356877323,2.613,-12.7,241.438,212.924,-6.4,1.47,99.42,242.195,0,236.51
2014-06-01,N08,N08-0258,8,0.0446927374301676,2.527,-24.3,220.032,194.965,-15.1,1.368,102.47,242.683,-5.8,214.915
2014-07-01,N08,N08-0258,9,0.06474820143884892,2.566,-24.2,204.12,189.725,-17.4,1.249,105.34,229.512,-10.5,201.409
2014-08-01,N08,N08-0258,2,0.08333333333333333,2.494,-28.4,189.661,168.644,-23,1.139,97.88,212.341,-17.5,188.486
2014-09-01,N08,N08-0258,0,0.0,2.345,-29.9,191.357,169.174,-30.4,0.884,95.96,204.927,-30.9,190.507
2014-10-01,N08,N08-0258,0,0.0,2.389,-38.9,161.955,151.589,-37.9,0.906,90.73,185.073,-36.8,173.713
2014-11-01,N08,N08-0258,4,0.017937219730941704,2.346,-50.5,180.048,172.352,-44,0.86,78.78,203.512,-37.4,191.032
2014-12-01,N08,N08-0258,5,0.022321428571428572,2.236,-41,197.9,173.729,-42.5,0.729,69,202,-44,195.542
2015-01-01,N08,N08-0258,7,0.032407407407407406,2.17,-40.2,192.084,175.953,-38.5,0.541,53.27,202.341,-36.8,190.917
2015-02-01,N08,N08-0258,1,0.002967359050445104,1.674,-35.3,160.662,166.314,-34.1,0.314,49.57,189.61,-32.9,176.57
2015-03-01,N08,N08-0258,4,0.011049723756906077,2.089,-27,161.551,170.975,-30.9,0.355,49.59,198.585,-34.8,178.786
2015-04-01,N08,N08-0258,9,0.019230769230769232,1.859,-18.4,171.734,168.538,-25.5,0.172,50.09,193.961,-32.7,178.676
2015-05-01,N08,N08-0258,0,0.0,2.117,-18.6,171.082,156.674,-25.5,0.363,59.15,186.976,-32.4,171.362
2015-06-01,N08,N08-0258,3,0.006696428571428571,2.183,-20.8,173.102,152.719,-29.2,0.531,60.2,180,-37.5,169.646
2015-07-01,N08,N08-0258,5,0.0165016501650165,2.427,-14.4,196.769,184.64,-22.6,0.823,56.96,196.829,-30.8,188.25
2015-08-01,N08,N08-0258,1,0.014925373134328358,2.15,-11.1,166.801,164.831,-19.5,0.634,45.17,183.512,-27.8,170.311
2015-09-01,N08,N08-0258,1,0.009708737864077669,2.159,-8.9,159.935,163.559,-20.9,0.807,45.41,173.171,-32.7,166.239
2015-10-01,N08,N08-0258,9,0.03461538461538462,2.042,6.9,170.679,171.081,-7.5,0.545,44.74,174.341,-21.8,171.256
2015-11-01,N08,N08-0258,10,0.025380710659898477,2.176,8.8,166.721,167.585,-12.3,0.56,46.14,174.098,-33,174.261
2015-12-01,N08,N08-0258,4,0.012345679012345678,2.145,7.4,154.847,164.513,-10.3,0.469,41.85,176.293,-27.8,168.467
2016-01-01,N08,N08-0258,3,0.009009009009009009,2.275,10.1,153.958,159.004,-4.1,0.634,37.04,171.073,-18.2,165.812
2016-02-01,N08,N08-0258,0,0.0,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,N08,N08-0258,1,0.0024390243902439024,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2013-02-01,N08,N08-0270,107,0.3194029850746269,,,,,,,,,,
2013-03-01,N08,N08-0270,52,0.143646408839779,,,,,,,,,,
2013-04-01,N08,N08-0270,67,0.1717948717948718,,,,,,,,,,
2013-05-01,N08,N08-0270,46,0.1373134328358209,,,,,,,,,,
2013-06-01,N08,N08-0270,43,0.112565445026178,,,,,,,,,,
2013-07-01,N08,N08-0270,38,0.1630901287553648,,,,,,,,,,
2013-08-01,N08,N08-0270,5,0.07142857142857142,,,,,,,,,,
2013-09-01,N08,N08-0270,3,0.21428571428571427,,,,,,,,,,
2013-10-01,N08,N08-0270,0,0.0,,,,,,,,,,
2013-11-01,N08,N08-0270,28,0.11666666666666667,,,,,,,,,,
2013-12-01,N08,N08-0270,15,0.07352941176470588,,,,,,,,,,
2014-01-01,N08,N08-0270,30,0.09803921568627451,3.006,14,197.738,187.924,18.2,1.941,98.04,246.732,22.4,200.399
2014-02-01,N08,N08-0270,94,0.28923076923076924,2.582,16.5,182.795,190.254,15.5,1.647,96.43,246.293,14.4,201.583
2014-03-01,N08,N08-0270,54,0.17307692307692307,2.608,9.3,204.039,200.847,10.8,1.563,104.92,269.561,12.4,221.079
2014-04-01,N08,N08-0270,51,0.13350785340314136,2.755,-1,222.17,215.466,4.1,1.581,99.74,281.258,9.2,233.772
2014-05-01,N08,N08-0270,42,0.15613382899628253,2.613,-12.7,241.438,212.924,-6.4,1.47,99.42,242.195,0,236.51
2014-06-01,N08,N08-0270,33,0.18435754189944134,2.527,-24.3,220.032,194.965,-15.1,1.368,102.47,242.683,-5.8,214.915
2014-07-01,N08,N08-0270,33,0.23741007194244604,2.566,-24.2,204.12,189.725,-17.4,1.249,105.34,229.512,-10.5,201.409
2014-08-01,N08,N08-0270,0,0.0,2.494,-28.4,189.661,168.644,-23,1.139,97.88,212.341,-17.5,188.486
2014-09-01,N08,N08-0270,14,0.25,2.345,-29.9,191.357,169.174,-30.4,0.884,95.96,204.927,-30.9,190.507
2014-10-01,N08,N08-0270,0,0.0,2.389,-38.9,161.955,151.589,-37.9,0.906,90.73,185.073,-36.8,173.713
2014-11-01,N08,N08-0270,34,0.15246636771300448,2.346,-50.5,180.048,172.352,-44,0.86,78.78,203.512,-37.4,191.032
2014-12-01,N08,N08-0270,67,0.29910714285714285,2.236,-41,197.9,173.729,-42.5,0.729,69,202,-44,195.542
2015-01-01,N08,N08-0270,43,0.19907407407407407,2.17,-40.2,192.084,175.953,-38.5,0.541,53.27,202.341,-36.8,190.917
2015-02-01,N08,N08-0270,60,0.17804154302670624,1.674,-35.3,160.662,166.314,-34.1,0.314,49.57,189.61,-32.9,176.57
2015-03-01,N08,N08-0270,28,0.07734806629834254,2.089,-27,161.551,170.975,-30.9,0.355,49.59,198.585,-34.8,178.786
2015-04-01,N08,N08-0270,43,0.09188034188034189,1.859,-18.4,171.734,168.538,-25.5,0.172,50.09,193.961,-32.7,178.676
2015-05-01,N08,N08-0270,45,0.11421319796954314,2.117,-18.6,171.082,156.674,-25.5,0.363,59.15,186.976,-32.4,171.362
2015-06-01,N08,N08-0270,51,0.11383928571428571,2.183,-20.8,173.102,152.719,-29.2,0.531,60.2,180,-37.5,169.646
2015-07-01,N08,N08-0270,36,0.1188118811881188,2.427,-14.4,196.769,184.64,-22.6,0.823,56.96,196.829,-30.8,188.25
2015-08-01,N08,N08-0270,2,0.029850746268656716,2.15,-11.1,166.801,164.831,-19.5,0.634,45.17,183.512,-27.8,170.311
2015-09-01,N08,N08-0270,10,0.0970873786407767,2.159,-8.9,159.935,163.559,-20.9,0.807,45.41,173.171,-32.7,166.239
2015-10-01,N08,N08-0270,18,0.06923076923076923,2.042,6.9,170.679,171.081,-7.5,0.545,44.74,174.341,-21.8,171.256
2015-11-01,N08,N08-0270,17,0.04314720812182741,2.176,8.8,166.721,167.585,-12.3,0.56,46.14,174.098,-33,174.261
2015-12-01,N08,N08-0270,1,0.0030864197530864196,2.145,7.4,154.847,164.513,-10.3,0.469,41.85,176.293,-27.8,168.467
2016-01-01,N08,N08-0270,24,0.07207207207207207,2.275,10.1,153.958,159.004,-4.1,0.634,37.04,171.073,-18.2,165.812
2016-02-01,N08,N08-0270,96,0.24742268041237114,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,N08,N08-0270,39,0.0951219512195122,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2016-04-01,N08,N08-0270,50,0.13123359580052493,1.791,-17,154.852,153.284,-25,0.145,36.79,180.898,-33,167.877
2016-05-01,N08,N08-0270,48,0.15584415584415584,1.865,-32.7,175.767,166.208,-39.6,0.275,44.78,197.024,-46.5,177.418
2016-06-01,N08,N08-0270,83,0.20802005012531327,1.846,-34.5,171.809,175.812,-39.6,0.134,49.01,201.415,-44.5,184.091
2016-07-01,N08,N08-0270,47,0.18875502008032127,1.461,-29.4,155.17,162.182,-38.3,-0.129,48.99,209.756,-47.1,179.832
2016-08-01,N08,N08-0270,3,0.125,1.497,-39.8,152.504,152.436,-43.8,-0.095,40.06,185.756,-47.7,166.994
2016-09-01,N08,N08-0270,6,0.05660377358490566,1.57,-29.3,139.095,150.847,-41.4,-0.066,43.16,186.488,-53.3,160.807
2016-10-01,N08,N08-0270,30,0.22727272727272727,1.624,-30.1,139.095,159.11,-41.3,-0.096,48.81,194.146,-52.4,163.876
2016-11-01,N08,N08-0270,50,0.16181229773462782,1.82,-6.1,144.103,160.381,-24.1,0.173,46.67,197.366,-41.8,170.246
2016-12-01,N08,N08-0270,26,0.12380952380952381,2.441,-8.1,132.068,154.873,-20.8,0.356,51.06,204.927,-33.3,163.497
2017-01-01,N08,N08-0270,37,0.11490683229813664,2.432,1,135.864,157.309,-12.1,0.185,53.72,198.829,-25,167.066
2017-02-01,N08,N08-0270,45,0.13392857142857142,2.474,19.8,144.103,164.936,6.7,0.469,53.88,205.756,-6.3,177.325
2017-03-01,N08,N08-0270,55,0.11727078891257996,2.462,36.8,147.658,167.479,22,0.283,53.83,206.829,7.4,177.252
2017-04-01,N08,N08-0270,39,0.11016949152542373,2.35,43.9,139.731,162.182,29.5,0.279,50.24,185.476,15.3,169.491
2017-05-01,N08,N08-0270,52,0.10462776659959759,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,N08,N08-0270,48,0.1054945054945055,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,N08,N08-0270,45,0.14106583072100312,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
2017-08-01,N08,N08-0270,18,0.15,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,N08,N08-0270,3,0.06,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,N08,N08-0270,19,0.11176470588235295,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,N08,N08-0270,23,0.08646616541353383,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,N08,N08-0270,39,0.13448275862068965,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,N08,N08-0270,64,0.1702127659574468,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
2018-02-01,N08,N08-0270,49,0.09683794466403162,2.773,66.3,150,163.136,58.9,0.711,65.92,196.293,51.5,169.28
2018-03-01,N08,N08-0270,44,0.07692307692307693,2.802,58.3,166.559,168.962,47,0.644,60.94,210.049,35.9,179.082
2018-04-01,N08,N08-0270,53,0.11546840958605664,2.732,47.3,145.929,170.657,44.1,0.494,62.98,204.029,40.9,170.138
2018-05-01,N08,N08-0270,59,0.11683168316831684,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,N08,N08-0270,53,0.1394736842105263,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,N08,N08-0270,44,0.1825726141078838,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,N08,N08-0270,5,0.08928571428571429,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,N08,N08-0270,14,0.12962962962962962,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,N08,N08-0270,24,0.10256410256410256,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,N08,N08-0270,53,0.17434210526315788,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,N08,N08-0270,51,0.2350230414746544,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
2019-01-01,N08,N08-0270,62,0.18902439024390244,2.691,20.8,164.943,166.737,23.4,0.246,45.13,179.561,26,164.8
2019-02-01,N08,N08-0270,48,0.11566265060240964,2.691,19.3,170.679,168.432,25.5,0.166,55.26,184.244,31.8,169.575
2019-03-01,N08,N08-0270,33,0.08375634517766498,2.755,21.9,147.738,164.089,22.9,0.187,55.8,180.585,24,161.986
2019-04-01,N08,N08-0270,63,0.16237113402061856,2.497,19.4,150.544,160.699,20.4,-0.026,61.59,177.928,21.5,163.862
2019-05-01,N08,N08-0270,57,0.16379310344827586,2.511,7.4,157.027,159.428,14.7,0.014,63.6,177.805,22.1,158.162
2019-06-01,N08,N08-0270,29,0.13744075829383887,2.081,2.2,179.725,183.517,4.9,-0.199,53.25,183.317,7.6,174.552
2019-07-01,N08,N08-0270,39,0.23780487804878048,2.033,-15.3,175.04,176.801,-10.7,-0.36,58.87,184.293,-6.1,170.193
2019-08-01,N08,N08-0270,8,0.15384615384615385,1.892,-17.7,160.824,174.788,-7,-0.453,53.95,178.585,3.8,162.936
2019-09-01,N08,N08-0270,7,0.08139534883720931,1.506,-22.2,153.473,169.174,-17.8,-0.701,55.1,178.39,-13.3,156.112
2019-10-01,N08,N08-0270,12,0.056074766355140186,1.644,-27.9,165.024,171.822,-22.1,-0.557,53.62,186.634,-16.3,166.425
2019-11-01,N08,N08-0270,7,0.02413793103448276,1.728,-16,170.113,170.551,-17.6,-0.377,56,189.415,-19.1,170.719
2019-12-01,N08,N08-0270,0,0.0,1.836,-17.9,174.152,164.301,-18.4,-0.278,55.96,178.244,-18.9,169.682
2020-01-01,N08,N08-0270,21,0.08433734939759036,1.91,-21.2,181.502,169.915,-17.7,-0.187,61.08,191.171,-14.1,176.671
