Datum,Merkmal,Merkmalwert,Bestätigte Menge,Relativer Anteil,USTR10Y,CBIPSFE,WeizenSpot,CornSpot,CBI,GER10Y,WtiOilSpot,SoySpot,CBIPS,AgriSpot
2013-04-01,B10,B10-0030,3,0.007692307692307693,,,,,,,,,,
2013-05-01,B10,B10-0030,0,0.0,,,,,,,,,,
2013-06-01,B10,B10-0030,0,0.0,,,,,,,,,,
2013-07-01,B10,B10-0030,0,0.0,,,,,,,,,,
2013-08-01,B10,B10-0030,0,0.0,,,,,,,,,,
2013-09-01,B10,B10-0030,0,0.0,,,,,,,,,,
2013-10-01,B10,B10-0030,1,0.006944444444444444,,,,,,,,,,
2013-11-01,B10,B10-0030,0,0.0,,,,,,,,,,
2013-12-01,B10,B10-0030,7,0.03431372549019608,,,,,,,,,,
2014-01-01,B10,B10-0030,0,0.0,3.006,14,197.738,187.924,18.2,1.941,98.04,246.732,22.4,200.399
2014-02-01,B10,B10-0030,0,0.0,2.582,16.5,182.795,190.254,15.5,1.647,96.43,246.293,14.4,201.583
2014-03-01,B10,B10-0030,0,0.0,2.608,9.3,204.039,200.847,10.8,1.563,104.92,269.561,12.4,221.079
2014-04-01,B10,B10-0030,48,0.1256544502617801,2.755,-1,222.17,215.466,4.1,1.581,99.74,281.258,9.2,233.772
2014-05-01,B10,B10-0030,42,0.15613382899628253,2.613,-12.7,241.438,212.924,-6.4,1.47,99.42,242.195,0,236.51
2014-06-01,B10,B10-0030,19,0.10614525139664804,2.527,-24.3,220.032,194.965,-15.1,1.368,102.47,242.683,-5.8,214.915
2014-07-01,B10,B10-0030,0,0.0,2.566,-24.2,204.12,189.725,-17.4,1.249,105.34,229.512,-10.5,201.409
2014-08-01,B10,B10-0030,0,0.0,2.494,-28.4,189.661,168.644,-23,1.139,97.88,212.341,-17.5,188.486
2014-09-01,B10,B10-0030,0,0.0,2.345,-29.9,191.357,169.174,-30.4,0.884,95.96,204.927,-30.9,190.507
2014-10-01,B10,B10-0030,0,0.0,2.389,-38.9,161.955,151.589,-37.9,0.906,90.73,185.073,-36.8,173.713
2014-11-01,B10,B10-0030,0,0.0,2.346,-50.5,180.048,172.352,-44,0.86,78.78,203.512,-37.4,191.032
2014-12-01,B10,B10-0030,17,0.07623318385650224,2.236,-41,197.9,173.729,-42.5,0.729,69,202,-44,195.542
2015-01-01,B10,B10-0030,0,0.0,2.17,-40.2,192.084,175.953,-38.5,0.541,53.27,202.341,-36.8,190.917
2015-02-01,B10,B10-0030,74,0.2364217252396166,1.674,-35.3,160.662,166.314,-34.1,0.314,49.57,189.61,-32.9,176.57
2015-03-01,B10,B10-0030,145,0.4005524861878453,2.089,-27,161.551,170.975,-30.9,0.355,49.59,198.585,-34.8,178.786
2015-04-01,B10,B10-0030,184,0.39826839826839827,1.859,-18.4,171.734,168.538,-25.5,0.172,50.09,193.961,-32.7,178.676
2015-05-01,B10,B10-0030,127,0.32151898734177214,2.117,-18.6,171.082,156.674,-25.5,0.363,59.15,186.976,-32.4,171.362
2015-06-01,B10,B10-0030,195,0.42857142857142855,2.183,-20.8,173.102,152.719,-29.2,0.531,60.2,180,-37.5,169.646
2015-07-01,B10,B10-0030,73,0.24013157894736842,2.427,-14.4,196.769,184.64,-22.6,0.823,56.96,196.829,-30.8,188.25
2015-08-01,B10,B10-0030,35,0.5223880597014925,2.15,-11.1,166.801,164.831,-19.5,0.634,45.17,183.512,-27.8,170.311
2015-09-01,B10,B10-0030,36,0.34951456310679613,2.159,-8.9,159.935,163.559,-20.9,0.807,45.41,173.171,-32.7,166.239
2015-10-01,B10,B10-0030,75,0.3125,2.042,6.9,170.679,171.081,-7.5,0.545,44.74,174.341,-21.8,171.256
2015-11-01,B10,B10-0030,156,0.39593908629441626,2.176,8.8,166.721,167.585,-12.3,0.56,46.14,174.098,-33,174.261
2015-12-01,B10,B10-0030,101,0.3126934984520124,2.145,7.4,154.847,164.513,-10.3,0.469,41.85,176.293,-27.8,168.467
2016-01-01,B10,B10-0030,117,0.3567073170731707,2.275,10.1,153.958,159.004,-4.1,0.634,37.04,171.073,-18.2,165.812
2016-02-01,B10,B10-0030,152,0.39276485788113696,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,B10,B10-0030,113,0.275609756097561,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2016-04-01,B10,B10-0030,101,0.2650918635170604,1.791,-17,154.852,153.284,-25,0.145,36.79,180.898,-33,167.877
2016-05-01,B10,B10-0030,68,0.22077922077922077,1.865,-32.7,175.767,166.208,-39.6,0.275,44.78,197.024,-46.5,177.418
2016-06-01,B10,B10-0030,87,0.21804511278195488,1.846,-34.5,171.809,175.812,-39.6,0.134,49.01,201.415,-44.5,184.091
2016-07-01,B10,B10-0030,83,0.3333333333333333,1.461,-29.4,155.17,162.182,-38.3,-0.129,48.99,209.756,-47.1,179.832
2016-08-01,B10,B10-0030,0,0.0,1.497,-39.8,152.504,152.436,-43.8,-0.095,40.06,185.756,-47.7,166.994
2016-09-01,B10,B10-0030,50,0.4716981132075472,1.57,-29.3,139.095,150.847,-41.4,-0.066,43.16,186.488,-53.3,160.807
2016-10-01,B10,B10-0030,40,0.30303030303030304,1.624,-30.1,139.095,159.11,-41.3,-0.096,48.81,194.146,-52.4,163.876
2016-11-01,B10,B10-0030,36,0.1267605633802817,1.82,-6.1,144.103,160.381,-24.1,0.173,46.67,197.366,-41.8,170.246
2016-12-01,B10,B10-0030,89,0.4238095238095238,2.441,-8.1,132.068,154.873,-20.8,0.356,51.06,204.927,-33.3,163.497
2017-01-01,B10,B10-0030,69,0.21766561514195584,2.432,1,135.864,157.309,-12.1,0.185,53.72,198.829,-25,167.066
2017-05-01,B10,B10-0033,3,0.006036217303822937,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,B10,B10-0033,4,0.008791208791208791,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,B10,B10-0033,1,0.003134796238244514,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
2017-08-01,B10,B10-0033,0,0.0,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,B10,B10-0033,0,0.0,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,B10,B10-0033,0,0.0,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,B10,B10-0033,1,0.0038910505836575876,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,B10,B10-0033,4,0.01384083044982699,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,B10,B10-0033,10,0.026954177897574125,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
2018-02-01,B10,B10-0033,2,0.003952569169960474,2.773,66.3,150,163.136,58.9,0.711,65.92,196.293,51.5,169.28
2018-03-01,B10,B10-0033,8,0.013986013986013986,2.802,58.3,166.559,168.962,47,0.644,60.94,210.049,35.9,179.082
2018-04-01,B10,B10-0033,7,0.015250544662309368,2.732,47.3,145.929,170.657,44.1,0.494,62.98,204.029,40.9,170.138
2018-05-01,B10,B10-0033,6,0.011881188118811881,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,B10,B10-0033,4,0.010526315789473684,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,B10,B10-0033,2,0.008298755186721992,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,B10,B10-0033,1,0.017857142857142856,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,B10,B10-0033,2,0.018518518518518517,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,B10,B10-0033,0,0.0,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,B10,B10-0033,1,0.003355704697986577,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,B10,B10-0033,4,0.018433179723502304,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
2019-01-01,B10,B10-0033,6,0.018292682926829267,2.691,20.8,164.943,166.737,23.4,0.246,45.13,179.561,26,164.8
2019-02-01,B10,B10-0033,10,0.02557544757033248,2.691,19.3,170.679,168.432,25.5,0.166,55.26,184.244,31.8,169.575
2019-03-01,B10,B10-0033,1,0.0025380710659898475,2.755,21.9,147.738,164.089,22.9,0.187,55.8,180.585,24,161.986
2019-04-01,B10,B10-0033,2,0.005154639175257732,2.497,19.4,150.544,160.699,20.4,-0.026,61.59,177.928,21.5,163.862
2019-05-01,B10,B10-0033,2,0.005747126436781609,2.511,7.4,157.027,159.428,14.7,0.014,63.6,177.805,22.1,158.162
2019-06-01,B10,B10-0033,4,0.018957345971563982,2.081,2.2,179.725,183.517,4.9,-0.199,53.25,183.317,7.6,174.552
2019-07-01,B10,B10-0033,0,0.0,2.033,-15.3,175.04,176.801,-10.7,-0.36,58.87,184.293,-6.1,170.193
2019-08-01,B10,B10-0033,1,0.019230769230769232,1.892,-17.7,160.824,174.788,-7,-0.453,53.95,178.585,3.8,162.936
2019-09-01,B10,B10-0033,0,0.0,1.506,-22.2,153.473,169.174,-17.8,-0.701,55.1,178.39,-13.3,156.112
2019-10-01,B10,B10-0033,0,0.0,1.644,-27.9,165.024,171.822,-22.1,-0.557,53.62,186.634,-16.3,166.425
2019-11-01,B10,B10-0033,2,0.006896551724137931,1.728,-16,170.113,170.551,-17.6,-0.377,56,189.415,-19.1,170.719
2019-12-01,B10,B10-0033,0,0.0,1.836,-17.9,174.152,164.301,-18.4,-0.278,55.96,178.244,-18.9,169.682
2020-01-01,B10,B10-0033,2,0.008032128514056224,1.91,-21.2,181.502,169.915,-17.7,-0.187,61.08,191.171,-14.1,176.671
2020-02-01,B10,B10-0033,1,0.002652519893899204,1.52,-2,178.918,163.877,-2.6,-0.436,50.11,176.488,-3.1,171.862
2012-11-01,B10,B10-0035,1,0.5,,,,,,,,,,
2012-12-01,B10,B10-0035,0,,,,,,,,,,,
2013-01-01,B10,B10-0035,200,0.9523809523809523,,,,,,,,,,
2013-02-01,B10,B10-0035,297,0.8865671641791045,,,,,,,,,,
2013-03-01,B10,B10-0035,326,0.9005524861878453,,,,,,,,,,
2013-04-01,B10,B10-0035,340,0.8717948717948718,,,,,,,,,,
2013-05-01,B10,B10-0035,311,0.9283582089552239,,,,,,,,,,
2013-06-01,B10,B10-0035,341,0.8926701570680629,,,,,,,,,,
2013-07-01,B10,B10-0035,197,0.8454935622317596,,,,,,,,,,
2013-08-01,B10,B10-0035,45,0.6428571428571429,,,,,,,,,,
2013-09-01,B10,B10-0035,11,0.7857142857142857,,,,,,,,,,
2013-10-01,B10,B10-0035,96,0.6666666666666666,,,,,,,,,,
2013-11-01,B10,B10-0035,212,0.8833333333333333,,,,,,,,,,
2013-12-01,B10,B10-0035,180,0.8823529411764706,,,,,,,,,,
2014-01-01,B10,B10-0035,288,0.9411764705882353,3.006,14,197.738,187.924,18.2,1.941,98.04,246.732,22.4,200.399
2014-02-01,B10,B10-0035,292,0.8984615384615384,2.582,16.5,182.795,190.254,15.5,1.647,96.43,246.293,14.4,201.583
2014-03-01,B10,B10-0035,260,0.8333333333333334,2.608,9.3,204.039,200.847,10.8,1.563,104.92,269.561,12.4,221.079
2014-04-01,B10,B10-0035,287,0.7513089005235603,2.755,-1,222.17,215.466,4.1,1.581,99.74,281.258,9.2,233.772
2014-05-01,B10,B10-0035,195,0.724907063197026,2.613,-12.7,241.438,212.924,-6.4,1.47,99.42,242.195,0,236.51
2014-06-01,B10,B10-0035,132,0.7374301675977654,2.527,-24.3,220.032,194.965,-15.1,1.368,102.47,242.683,-5.8,214.915
2014-07-01,B10,B10-0035,120,0.8633093525179856,2.566,-24.2,204.12,189.725,-17.4,1.249,105.34,229.512,-10.5,201.409
2014-08-01,B10,B10-0035,13,0.5416666666666666,2.494,-28.4,189.661,168.644,-23,1.139,97.88,212.341,-17.5,188.486
2014-09-01,B10,B10-0035,51,0.9107142857142857,2.345,-29.9,191.357,169.174,-30.4,0.884,95.96,204.927,-30.9,190.507
2014-10-01,B10,B10-0035,5,0.03496503496503497,2.389,-38.9,161.955,151.589,-37.9,0.906,90.73,185.073,-36.8,173.713
2014-11-01,B10,B10-0035,0,0.0,2.346,-50.5,180.048,172.352,-44,0.86,78.78,203.512,-37.4,191.032
2014-12-01,B10,B10-0035,0,0.0,2.236,-41,197.9,173.729,-42.5,0.729,69,202,-44,195.542
2015-01-01,B10,B10-0035,0,0.0,2.17,-40.2,192.084,175.953,-38.5,0.541,53.27,202.341,-36.8,190.917
2015-02-01,B10,B10-0035,0,0.0,1.674,-35.3,160.662,166.314,-34.1,0.314,49.57,189.61,-32.9,176.57
2015-03-01,B10,B10-0035,0,0.0,2.089,-27,161.551,170.975,-30.9,0.355,49.59,198.585,-34.8,178.786
2015-04-01,B10,B10-0035,1,0.0021645021645021645,1.859,-18.4,171.734,168.538,-25.5,0.172,50.09,193.961,-32.7,178.676
2015-05-01,B10,B10-0035,0,0.0,2.117,-18.6,171.082,156.674,-25.5,0.363,59.15,186.976,-32.4,171.362
2015-06-01,B10,B10-0035,3,0.006593406593406593,2.183,-20.8,173.102,152.719,-29.2,0.531,60.2,180,-37.5,169.646
2015-07-01,B10,B10-0035,0,0.0,2.427,-14.4,196.769,184.64,-22.6,0.823,56.96,196.829,-30.8,188.25
2015-08-01,B10,B10-0035,0,0.0,2.15,-11.1,166.801,164.831,-19.5,0.634,45.17,183.512,-27.8,170.311
2015-09-01,B10,B10-0035,1,0.009708737864077669,2.159,-8.9,159.935,163.559,-20.9,0.807,45.41,173.171,-32.7,166.239
2015-10-01,B10,B10-0035,0,0.0,2.042,6.9,170.679,171.081,-7.5,0.545,44.74,174.341,-21.8,171.256
2015-11-01,B10,B10-0035,0,0.0,2.176,8.8,166.721,167.585,-12.3,0.56,46.14,174.098,-33,174.261
2015-12-01,B10,B10-0035,1,0.0030959752321981426,2.145,7.4,154.847,164.513,-10.3,0.469,41.85,176.293,-27.8,168.467
2016-01-01,B10,B10-0035,0,0.0,2.275,10.1,153.958,159.004,-4.1,0.634,37.04,171.073,-18.2,165.812
2016-02-01,B10,B10-0035,0,0.0,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,B10,B10-0035,2,0.004878048780487805,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2016-04-01,B10,B10-0035,1,0.0026246719160104987,1.791,-17,154.852,153.284,-25,0.145,36.79,180.898,-33,167.877
2016-05-01,B10,B10-0035,7,0.022727272727272728,1.865,-32.7,175.767,166.208,-39.6,0.275,44.78,197.024,-46.5,177.418
2016-06-01,B10,B10-0035,1,0.002506265664160401,1.846,-34.5,171.809,175.812,-39.6,0.134,49.01,201.415,-44.5,184.091
2016-07-01,B10,B10-0035,0,0.0,1.461,-29.4,155.17,162.182,-38.3,-0.129,48.99,209.756,-47.1,179.832
2016-08-01,B10,B10-0035,0,0.0,1.497,-39.8,152.504,152.436,-43.8,-0.095,40.06,185.756,-47.7,166.994
2016-09-01,B10,B10-0035,0,0.0,1.57,-29.3,139.095,150.847,-41.4,-0.066,43.16,186.488,-53.3,160.807
2016-10-01,B10,B10-0035,0,0.0,1.624,-30.1,139.095,159.11,-41.3,-0.096,48.81,194.146,-52.4,163.876
2016-11-01,B10,B10-0035,3,0.01056338028169014,1.82,-6.1,144.103,160.381,-24.1,0.173,46.67,197.366,-41.8,170.246
2016-12-01,B10,B10-0035,0,0.0,2.441,-8.1,132.068,154.873,-20.8,0.356,51.06,204.927,-33.3,163.497
2017-01-01,B10,B10-0035,19,0.05993690851735016,2.432,1,135.864,157.309,-12.1,0.185,53.72,198.829,-25,167.066
2017-02-01,B10,B10-0035,30,0.08928571428571429,2.474,19.8,144.103,164.936,6.7,0.469,53.88,205.756,-6.3,177.325
2017-03-01,B10,B10-0035,53,0.11422413793103449,2.462,36.8,147.658,167.479,22,0.283,53.83,206.829,7.4,177.252
2017-04-01,B10,B10-0035,35,0.09887005649717515,2.35,43.9,139.731,162.182,29.5,0.279,50.24,185.476,15.3,169.491
2017-05-01,B10,B10-0035,113,0.22736418511066397,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,B10,B10-0035,115,0.25274725274725274,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,B10,B10-0035,19,0.05956112852664577,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
2017-08-01,B10,B10-0035,6,0.05,2.251,61.5,168.821,170.551,42,0.487,49.16,194.732,22.9,172.625
2017-09-01,B10,B10-0035,12,0.24,2.157,59.6,152.827,164.407,44.9,0.379,47.29,192.195,30.3,161.376
2017-10-01,B10,B10-0035,14,0.09090909090909091,2.337,53.7,153.958,164.301,44.4,0.452,50.58,193.805,35.2,163.952
2017-11-01,B10,B10-0035,29,0.11284046692607004,2.376,48,145.153,162.818,40.8,0.37,54.3,198.634,33.7,168.52
2017-12-01,B10,B10-0035,83,0.28719723183391005,2.363,50.5,145.719,161.653,45.1,0.364,58.36,200.146,39.8,168.439
2018-01-01,B10,B10-0035,37,0.09973045822102426,2.411,52.9,142.246,158.792,49,0.424,60.42,191.854,45.1,165.198
2018-02-01,B10,B10-0035,126,0.2490118577075099,2.773,66.3,150,163.136,58.9,0.711,65.92,196.293,51.5,169.28
2018-03-01,B10,B10-0035,195,0.3409090909090909,2.802,58.3,166.559,168.962,47,0.644,60.94,210.049,35.9,179.082
2018-04-01,B10,B10-0035,121,0.2636165577342048,2.732,47.3,145.929,170.657,44.1,0.494,62.98,204.029,40.9,170.138
2018-05-01,B10,B10-0035,78,0.15445544554455445,2.976,40.6,188.934,174.894,38.6,0.563,67.25,203.171,36.6,177.993
2018-06-01,B10,B10-0035,44,0.11578947368421053,2.895,33.3,190.63,170.028,36,0.377,65.82,202,38.7,179.581
2018-07-01,B10,B10-0035,12,0.04979253112033195,2.867,38.1,169.467,161.864,36.2,0.303,73.94,176,34.3,160.004
2018-08-01,B10,B10-0035,0,0.0,3.003,29,193.376,170.127,29.6,0.492,67.66,183.073,30.1,170.543
2018-09-01,B10,B10-0035,4,0.037037037037037035,2.853,27.8,186.672,165.678,28.4,0.335,69.8,173.854,28.9,164.431
2018-10-01,B10,B10-0035,50,0.21367521367521367,3.08,21.1,174.798,166.843,25.8,0.469,75.3,177.024,30.5,163.166
2018-11-01,B10,B10-0035,81,0.27181208053691275,3.144,12.9,172.617,166.949,20.4,0.397,63.69,179.512,28,170.922
2018-12-01,B10,B10-0035,61,0.28110599078341014,2.991,18.4,170.436,168.538,25,0.307,52.95,183.951,31.6,169.963
2019-01-01,B10,B10-0035,89,0.27134146341463417,2.691,20.8,164.943,166.737,23.4,0.246,45.13,179.561,26,164.8
2019-02-01,B10,B10-0035,44,0.11253196930946291,2.691,19.3,170.679,168.432,25.5,0.166,55.26,184.244,31.8,169.575
2019-03-01,B10,B10-0035,29,0.07360406091370558,2.755,21.9,147.738,164.089,22.9,0.187,55.8,180.585,24,161.986
2019-04-01,B10,B10-0035,17,0.04381443298969072,2.497,19.4,150.544,160.699,20.4,-0.026,61.59,177.928,21.5,163.862
2019-05-01,B10,B10-0035,19,0.05459770114942529,2.511,7.4,157.027,159.428,14.7,0.014,63.6,177.805,22.1,158.162
2019-06-01,B10,B10-0035,7,0.03317535545023697,2.081,2.2,179.725,183.517,4.9,-0.199,53.25,183.317,7.6,174.552
2019-07-01,B10,B10-0035,14,0.08536585365853659,2.033,-15.3,175.04,176.801,-10.7,-0.36,58.87,184.293,-6.1,170.193
2019-08-01,B10,B10-0035,16,0.3076923076923077,1.892,-17.7,160.824,174.788,-7,-0.453,53.95,178.585,3.8,162.936
2019-09-01,B10,B10-0035,30,0.3488372093023256,1.506,-22.2,153.473,169.174,-17.8,-0.701,55.1,178.39,-13.3,156.112
2019-10-01,B10,B10-0035,84,0.3925233644859813,1.644,-27.9,165.024,171.822,-22.1,-0.557,53.62,186.634,-16.3,166.425
2019-11-01,B10,B10-0035,113,0.3896551724137931,1.728,-16,170.113,170.551,-17.6,-0.377,56,189.415,-19.1,170.719
2019-12-01,B10,B10-0035,11,0.05116279069767442,1.836,-17.9,174.152,164.301,-18.4,-0.278,55.96,178.244,-18.9,169.682
2020-01-01,B10,B10-0035,22,0.08835341365461848,1.91,-21.2,181.502,169.915,-17.7,-0.187,61.08,191.171,-14.1,176.671
2020-02-01,B10,B10-0035,38,0.10079575596816977,1.52,-2,178.918,163.877,-2.6,-0.436,50.11,176.488,-3.1,171.862
2020-03-01,B10,B10-0035,20,0.05434782608695652,1.088,-13.9,169.063,159.64,-9.4,-0.62,46.75,177.707,-5,168.283
2020-04-01,B10,B10-0035,4,0.03125,0.635,-80.8,178.072,144.386,-66.3,-0.47,20.31,169.018,-51.5,156.77
2020-05-01,B10,B10-0035,9,0.03488372093023256,0.64,-69.5,173.667,137.924,-58.6,-0.586,19.78,166.976,-47.6,152.006
2020-06-01,B10,B10-0035,26,0.07761194029850746,0.662,-47.5,175.363,139.647,-47,-0.393,35.44,168.341,-46.5,152.876
2020-07-01,B10,B10-0035,15,0.05319148936170213,0.682,-25,167.447,157.839,-20,-0.4,39.82,175.659,-15,156.907
2020-08-01,B10,B10-0035,0,,0.563,-13.5,175.04,150.953,-6.3,-0.522,41.01,177.073,1,158.775
2020-09-01,B10,B10-0035,7,0.14285714285714285,0.671,-5.9,185.784,159.11,-1,-0.416,42.76,188.439,3.9,169.125
2020-10-01,B10,B10-0035,7,0.030434782608695653,0.677,9.4,187.48,165.36,8.3,-0.528,38.57,199.463,7.3,176.313
2020-11-01,B10,B10-0035,19,0.06397306397306397,0.848,8.7,196.284,164.195,14.4,-0.638,36.63,203.317,20.2,185.118
2020-12-01,B10,B10-0035,15,0.049019607843137254,0.934,25,187.803,172.881,27.9,-0.522,44.55,226.049,30.8,188.497
2021-01-01,B10,B10-0035,30,0.08547008547008547,0.912,46,206.624,189.195,44.2,-0.575,48.28,253.171,42.4,209.135
2021-02-01,B10,B10-0035,22,0.05774278215223097,1.077,53.7,210.582,199.894,51.4,-0.513,53.53,262.439,49.1,218.651
2021-03-01,B10,B10-0035,22,0.0502283105022831,1.446,60.4,210.097,205.826,59.5,-0.336,60.65,269.463,58.7,220.332
2021-04-01,B10,B10-0035,37,0.07991360691144708,1.679,64.2,197.717,212.288,65.8,-0.325,59.16,270.328,67.4,216.895
2021-05-01,B10,B10-0035,28,0.0687960687960688,1.606,73.5,232.149,250.742,72.3,-0.204,64.49,256.976,71,246.524
2021-06-01,B10,B10-0035,30,0.05870841487279843,1.615,74,228.433,252.775,72,-0.175,67.72,266.829,69.9,237.464
2014-10-01,B10,B10-0036,108,0.7552447552447552,2.389,-38.9,161.955,151.589,-37.9,0.906,90.73,185.073,-36.8,173.713
2014-11-01,B10,B10-0036,128,0.5739910313901345,2.346,-50.5,180.048,172.352,-44,0.86,78.78,203.512,-37.4,191.032
2014-12-01,B10,B10-0036,113,0.5067264573991032,2.236,-41,197.9,173.729,-42.5,0.729,69,202,-44,195.542
2015-01-01,B10,B10-0036,102,0.4722222222222222,2.17,-40.2,192.084,175.953,-38.5,0.541,53.27,202.341,-36.8,190.917
2015-02-01,B10,B10-0036,139,0.4440894568690096,1.674,-35.3,160.662,166.314,-34.1,0.314,49.57,189.61,-32.9,176.57
2015-03-01,B10,B10-0036,127,0.35082872928176795,2.089,-27,161.551,170.975,-30.9,0.355,49.59,198.585,-34.8,178.786
2015-04-01,B10,B10-0036,133,0.2878787878787879,1.859,-18.4,171.734,168.538,-25.5,0.172,50.09,193.961,-32.7,178.676
2015-05-01,B10,B10-0036,174,0.44050632911392407,2.117,-18.6,171.082,156.674,-25.5,0.363,59.15,186.976,-32.4,171.362
2015-06-01,B10,B10-0036,154,0.3384615384615385,2.183,-20.8,173.102,152.719,-29.2,0.531,60.2,180,-37.5,169.646
2015-07-01,B10,B10-0036,141,0.46381578947368424,2.427,-14.4,196.769,184.64,-22.6,0.823,56.96,196.829,-30.8,188.25
2015-08-01,B10,B10-0036,17,0.2537313432835821,2.15,-11.1,166.801,164.831,-19.5,0.634,45.17,183.512,-27.8,170.311
2015-09-01,B10,B10-0036,23,0.22330097087378642,2.159,-8.9,159.935,163.559,-20.9,0.807,45.41,173.171,-32.7,166.239
2015-10-01,B10,B10-0036,118,0.49166666666666664,2.042,6.9,170.679,171.081,-7.5,0.545,44.74,174.341,-21.8,171.256
2015-11-01,B10,B10-0036,166,0.4213197969543147,2.176,8.8,166.721,167.585,-12.3,0.56,46.14,174.098,-33,174.261
2015-12-01,B10,B10-0036,163,0.5046439628482973,2.145,7.4,154.847,164.513,-10.3,0.469,41.85,176.293,-27.8,168.467
2016-01-01,B10,B10-0036,105,0.3201219512195122,2.275,10.1,153.958,159.004,-4.1,0.634,37.04,171.073,-18.2,165.812
2016-02-01,B10,B10-0036,100,0.25839793281653745,1.966,-2,155.25,163.03,-14.9,0.36,31.62,173.219,-27.6,165.925
2016-03-01,B10,B10-0036,164,0.4,1.835,-4.1,144.103,154.873,-18.7,0.149,34.4,168.537,-33,161.183
2016-04-01,B10,B10-0036,135,0.3543307086614173,1.791,-17,154.852,153.284,-25,0.145,36.79,180.898,-33,167.877
2016-05-01,B10,B10-0036,111,0.36038961038961037,1.865,-32.7,175.767,166.208,-39.6,0.275,44.78,197.024,-46.5,177.418
2016-06-01,B10,B10-0036,127,0.3182957393483709,1.846,-34.5,171.809,175.812,-39.6,0.134,49.01,201.415,-44.5,184.091
2016-07-01,B10,B10-0036,64,0.2570281124497992,1.461,-29.4,155.17,162.182,-38.3,-0.129,48.99,209.756,-47.1,179.832
2016-08-01,B10,B10-0036,9,0.375,1.497,-39.8,152.504,152.436,-43.8,-0.095,40.06,185.756,-47.7,166.994
2016-09-01,B10,B10-0036,16,0.1509433962264151,1.57,-29.3,139.095,150.847,-41.4,-0.066,43.16,186.488,-53.3,160.807
2016-10-01,B10,B10-0036,52,0.3939393939393939,1.624,-30.1,139.095,159.11,-41.3,-0.096,48.81,194.146,-52.4,163.876
2016-11-01,B10,B10-0036,124,0.43661971830985913,1.82,-6.1,144.103,160.381,-24.1,0.173,46.67,197.366,-41.8,170.246
2016-12-01,B10,B10-0036,47,0.22380952380952382,2.441,-8.1,132.068,154.873,-20.8,0.356,51.06,204.927,-33.3,163.497
2017-01-01,B10,B10-0036,111,0.3501577287066246,2.432,1,135.864,157.309,-12.1,0.185,53.72,198.829,-25,167.066
2017-02-01,B10,B10-0036,175,0.5208333333333334,2.474,19.8,144.103,164.936,6.7,0.469,53.88,205.756,-6.3,177.325
2017-03-01,B10,B10-0036,233,0.5021551724137931,2.462,36.8,147.658,167.479,22,0.283,53.83,206.829,7.4,177.252
2017-04-01,B10,B10-0036,173,0.4887005649717514,2.35,43.9,139.731,162.182,29.5,0.279,50.24,185.476,15.3,169.491
2017-05-01,B10,B10-0036,191,0.3843058350100604,2.327,42.6,166.721,163.03,28.6,0.327,48.84,191.707,14.8,172.539
2017-06-01,B10,B10-0036,173,0.3802197802197802,2.217,43.1,160.016,161.066,30.2,0.301,48.36,184.341,17.4,169.866
2017-07-01,B10,B10-0036,163,0.5109717868338558,2.346,50.5,192.084,175,34.5,0.482,46.04,194.732,18.7,180.544
